2.59,-2.62252,-0.994008,4.9645,-2.05733,-3.70616
2.59,-3.67614,-0.0402083,4.8612,-0.433669,-0.974953
2.59,-4.4764,-0.960117,17.8669,-0.361002,-2.42119
2.59,-5.62141,0.438818,9.3435,-2.15346,-2.52357
2.59,-5.81505,1.40602,4.40285,-3.16949,-4.75485
